frequency_hz,t_0.000000,t_0.031250,t_0.062500,t_0.093750,t_0.125000,t_0.156250,t_0.187500,t_0.218750,t_0.250000,t_0.281250,t_0.312500,t_0.343750,t_0.375000,t_0.406250,t_0.437500,t_0.468750,t_0.500000,t_0.531250,t_0.562500,t_0.593750,t_0.625000,t_0.656250,t_0.687500,t_0.718750,t_0.750000,t_0.781250,t_0.812500,t_0.843750,t_0.875000,t_0.906250,t_0.937500,t_0.968750,t_1.000000,t_1.031250,t_1.062500,t_1.093750,t_1.125000,t_1.156250,t_1.187500,t_1.218750,t_1.250000,t_1.281250,t_1.312500,t_1.343750,t_1.375000,t_1.406250,t_1.437500,t_1.468750,t_1.500000,t_1.531250,t_1.562500,t_1.593750,t_1.625000,t_1.656250,t_1.687500,t_1.718750,t_1.750000,t_1.781250,t_1.812500,t_1.843750,t_1.875000,t_1.906250,t_1.937500,t_1.968750,t_2.000000,t_2.031250,t_2.062500,t_2.093750,t_2.125000,t_2.156250,t_2.187500,t_2.218750,t_2.250000,t_2.281250,t_2.312500,t_2.343750,t_2.375000,t_2.406250,t_2.437500,t_2.468750,t_2.500000,t_2.531250,t_2.562500,t_2.593750,t_2.625000,t_2.656250,t_2.687500,t_2.718750,t_2.750000,t_2.781250,t_2.812500,t_2.843750,t_2.875000
544.00,-59.184086,-64.201309,-55.536859,-59.741947,-52.136243,-54.790240,-49.041550,-48.592979,-45.858233,-42.810181,-41.485658,-36.345076,-35.072109,-28.236049,-25.315723,-16.739926,-9.246011,3.711383,20.218958,38.002483,49.135373,48.359796,35.884294,17.900642,1.505850,-9.827412,-18.598749,-24.877688,-29.534182,-35.026681,-36.642826,-43.128016,-41.949546,-50.179308,-46.299068,-56.261956,-50.108878,-60.430277,-53.625149,-62.569435,-56.992449,-63.329287,-60.268609,-64.437993,-63.503045,-64.872446,-66.986340,-65.825146,-71.161537,-67.379598,-75.850777,-68.917528,-81.264121,-70.338610,-85.518510,-71.863172,-84.170700,-73.641673,-82.876853,-75.702504,-80.541176,-77.892754,-79.811159,-79.942839,-80.836747,-82.246975,-79.958162,-85.965618,-79.640413,-91.037195,-80.485762,-97.857966,-81.826447,-102.395606,-83.205164,-93.895169,-84.494756,-93.920895,-85.713611,-89.155609,-87.066800,-90.530648,-89.151111,-89.564484,-92.700204,-87.646939,-97.042097,-88.285645,-101.675195,-90.064928,-111.030490,-91.617168,-106.090635
552.00,-59.759114,-64.846332,-56.146663,-60.460762,-52.800341,-55.616444,-49.804965,-49.476852,-46.800210,-43.854293,-42.701510,-37.657921,-36.722264,-30.006206,-27.730817,-19.488498,-13.281099,-1.675923,12.988110,31.091525,45.995389,50.003434,42.099448,25.256309,7.569992,-5.605624,-15.504781,-22.461407,-27.642505,-33.325833,-35.301552,-41.782076,-40.903971,-49.030667,-45.435481,-55.247386,-49.368770,-59.585336,-52.973631,-61.890068,-56.407828,-62.777569,-59.740365,-63.933817,-63.027325,-64.444991,-66.548275,-65.435188,-70.729886,-66.996133,-75.419750,-68.545673,-80.824204,-69.989261,-85.107411,-71.535134,-83.887945,-73.327331,-82.580577,-75.394874,-80.302538,-77.594951,-79.580208,-79.673391,-80.566115,-82.007303,-79.737919,-85.717841,-79.450757,-90.755009,-80.296616,-97.534684,-81.628582,-102.105511,-83.003063,-93.770348,-84.298221,-93.714250,-85.532020,-89.028492,-86.902703,-90.342055,-88.992242,-89.394772,-92.515348,-87.523170,-96.818975,-88.154093,-101.457500,-89.901265,-110.722205,-91.427193,-106.008483
560.00,-60.323029,-65.475670,-56.742703,-61.160740,-53.446565,-56.420803,-50.543686,-50.330228,-47.705900,-44.854922,-43.860576,-38.903603,-38.275916,-31.655074,-29.962903,-21.957789,-16.860340,-6.317613,6.308824,23.705825,40.928271,49.840359,46.799016,32.560997,14.360566,-0.732395,-12.012149,-19.801277,-25.590370,-31.509544,-33.879665,-40.368717,-39.811289,-47.838119,-44.541158,-54.202127,-48.606966,-58.715142,-52.305970,-61.191175,-55.810690,-62.211416,-59.201801,-63.420018,-62.542378,-64.008617,-66.101992,-65.037819,-70.291847,-66.607361,-74.983523,-68.169923,-80.379263,-69.636503,-84.690065,-71.203987,-83.598634,-73.010347,-82.281452,-75.085234,-80.060234,-77.295462,-79.346150,-79.401597,-80.294414,-81.764650,-79.515223,-85.467580,-79.258324,-90.471803,-80.104990,-97.210812,-81.428727,-101.813767,-82.799374,-93.643194,-84.100187,-93.507327,-85.348726,-88.899405,-86.736676,-90.152872,-88.831457,-89.224029,-92.329275,-87.397658,-96.596115,-88.020981,-101.239182,-89.736777,-110.414705,-91.237390,-105.925004
568.00,-60.876272,-66.089982,-57.325602,-61.842786,-54.075865,-57.204615,-51.259253,-51.155143,-48.577946,-45.815516,-44.967750,-40.088767,-39.743033,-33.198361,-32.037359,-24.197023,-20.069411,-10.320624,0.349389,16.377309,34.492975,47.750282,49.496986,39.280106,21.672788,4.884939,-8.027677,-16.847014,-23.349762,-29.561574,-32.366857,-38.881011,-38.666809,-46.598086,-43.613602,-53.124090,-47.821970,-57.818417,-51.621186,-60.471794,-55.200350,-61.630160,-58.652433,-62.896101,-62.047870,-63.563031,-65.647247,-64.632829,-69.847192,-66.213089,-74.541872,-67.790089,-79.929143,-69.280188,-84.266381,-70.869612,-83.302625,-72.690618,-81.979350,-74.773480,-79.814212,-76.994188,-79.108942,-79.127416,-80.021558,-81.518980,-79.290055,-85.214825,-79.063096,-90.187514,-79.910873,-96.886303,-81.226876,-101.520310,-82.594089,-93.513723,-83.900644,-93.300069,-85.163735,-88.768348,-86.568717,-89.963089,-88.668755,-89.052218,-92.141962,-87.270407,-96.373385,-87.886300,-101.020209,-89.571497,-110.108591,-91.047785,-105.839852
576.00,-61.419253,-66.689886,-57.895942,-62.507743,-54.689116,-57.969070,-51.953069,-51.953438,-49.418717,-46.739131,-46.027335,-41.219129,-41.132114,-34.648982,-33.974565,-26.244371,-22.975643,-13.801384,-4.874513,9.516770,27.283982,43.558097,50.112940,44.803077,29.132031,11.263896,-3.441297,-13.533844,-20.885200,-27.462083,-30.750778,-37.310902,-37.465122,-45.306539,-42.650010,-52.010970,-47.012140,-56.893771,-50.918220,-59.730894,-54.576077,-61.033084,-58.091743,-62.361542,-61.543445,-63.107924,-65.183779,-64.219996,-69.395677,-65.813112,-74.094571,-67.405981,-79.473676,-68.920160,-83.836272,-70.531886,-82.999793,-72.368036,-81.674146,-74.459499,-79.564414,-76.691031,-78.868543,-78.850790,-79.747442,-81.270284,-79.062384,-84.959543,-78.865060,-89.902052,-79.714250,-96.561047,-81.023012,-101.225055,-82.387184,-93.381860,-83.699576,-93.092417,-84.977028,-88.635303,-86.398837,-89.772665,-88.504142,-88.879364,-91.953440,-87.141419,-96.150830,-87.750065,-100.800609,-89.405384,-109.803512,-90.858313,-105.753134
584.00,-61.952360,-67.275964,-58.454264,-63.156397,-55.287126,-58.715262,-52.626415,-52.726783,-50.230344,-47.628488,-47.043137,-42.299638,-42.450471,-36.017672,-35.791106,-28.129735,-25.631088,-16.861618,-9.439467,3.372868,19.850483,37.668463,49.027090,48.501338,36.233386,18.282674,1.856596,-9.779200,-18.151221,-25.186514,-29.016467,-35.648942,-36.199945,-43.958914,-41.647223,-50.860215,-46.175660,-55.939680,-50.195923,-58.967367,-53.937087,-60.419417,-57.519183,-61.815788,-61.028723,-62.642960,-64.711308,-63.799080,-68.937049,-65.407220,-73.641385,-67.017401,-79.012693,-68.556259,-83.399633,-70.190685,-82.689990,-72.042489,-81.365696,-74.143187,-79.310786,-76.385890,-78.624906,-78.571669,-79.471982,-81.018535,-78.832181,-84.701717,-78.664196,-89.615356,-79.515108,-96.235021,-80.817125,-100.927924,-82.178651,-93.247604,-83.496971,-92.884323,-84.788611,-88.500266,-86.227023,-89.581580,-88.337616,-88.705439,-91.763674,-87.010689,-95.928309,-87.612265,-100.580322,-89.238457,-109.499485,-90.668935,-105.664857
592.00,-62.475958,-67.848763,-59.001074,-63.789480,-55.870643,-59.444200,-53.280460,-53.476696,-51.014751,-48.486023,-48.018535,-43.334606,-43.704446,-37.313432,-37.500655,-29.876826,-28.076057,-19.582755,-13.452627,-1.977705,12.654459,30.714101,45.776809,50.033674,42.389797,25.651533,7.931092,-5.482244,-15.089093,-22.704078,-27.145614,-33.883955,-34.863929,-42.550016,-40.601660,-49.668989,-45.310523,-54.954478,-49.453040,-58.180020,-53.282535,-59.788332,-56.934163,-61.258250,-60.503296,-62.167786,-64.229537,-63.369827,-68.471038,-64.995189,-73.182068,-66.624148,-78.546011,-68.188325,-82.956362,-69.845880,-82.373080,-71.713866,-81.053870,-73.824431,-79.053259,-76.078664,-78.377987,-78.290000,-79.195076,-80.763711,-78.599422,-84.441322,-78.460480,-89.327344,-79.313434,-95.908124,-80.609198,-100.628851,-81.968466,-93.110886,-83.292819,-92.675731,-84.598478,-88.363215,-86.053285,-89.389815,-88.169184,-88.530442,-91.572675,-86.878208,-95.705822,-87.472903,-100.359402,-89.070689,-109.196361,-90.479609,-105.574904
600.00,-62.990391,-68.408799,-59.536846,-64.407677,-56.440359,-60.156815,-53.916281,-54.204562,-51.773681,-49.313918,-48.956542,-44.327809,-44.899574,-38.543878,-39.114611,-31.504681,-30.342077,-22.027933,-17.015978,-6.585576,6.022929,23.308725,40.618118,49.786082,46.993033,32.936591,14.735251,-0.533076,-11.623057,-19.975659,-25.115533,-32.002585,-33.448407,-41.073887,-39.509241,-48.434129,-44.414492,-53.936332,-48.688204,-57.367562,-52.611513,-59.138937,-56.336055,-60.688304,-59.966729,-61.682019,-63.738146,-62.931970,-67.997365,-64.576789,-72.716368,-66.226016,-78.073439,-67.816190,-82.506345,-69.497338,-82.048913,-71.382053,-80.738520,-73.503121,-78.791769,-75.769256,-78.127734,-78.005724,-78.916636,-80.505784,-78.364067,-84.178329,-78.253894,-89.037961,-79.109206,-95.580308,-80.399216,-100.327761,-81.756615,-92.971692,-83.087100,-92.466592,-84.406616,-88.224150,-85.877612,-89.197337,-87.998842,-88.354360,-91.380430,-86.743979,-95.483273,-87.331988,-100.137754,-88.902093,-108.894230,-90.290318,-105.483232
608.00,-63.495983,-68.956557,-60.062023,-65.011629,-56.996921,-60.853969,-54.534866,-54.911648,-52.508716,-50.114141,-49.859855,-45.282575,-46.040719,-39.715507,-40.642586,-33.028768,-32.454122,-24.245806,-20.214012,-10.559868,0.115230,15.981850,34.127411,47.579223,49.574939,39.602485,22.055193,5.157036,-7.657605,-16.951038,-22.897775,-29.988690,-31.943068,-39.523650,-38.365287,-47.152082,-43.485072,-52.883219,-47.899912,-56.528600,-51.923037,-58.470274,-55.724183,-60.105284,-59.418555,-61.185253,-63.236796,-62.485218,-67.515732,-64.151775,-72.244020,-65.822788,-77.594780,-67.439685,-82.049463,-69.144923,-81.717336,-71.046931,-80.419503,-73.179143,-78.526250,-75.457561,-77.874093,-77.718781,-78.636564,-80.244723,-78.126084,-83.912699,-78.044417,-88.747109,-78.902413,-95.251502,-80.187159,-100.024575,-81.543074,-92.829971,-82.879800,-92.256853,-84.213022,-88.083049,-85.700008,-89.004116,-87.826592,-88.177182,-91.186938,-86.607996,-95.260640,-87.189509,-99.915398,-88.732642,-108.592903,-90.101012,-105.389906
616.00,-63.993041,-69.492499,-60.577024,-65.601938,-57.540927,-61.536460,-55.137124,-55.599114,-53.221298,-50.888470,-50.730897,-46.201848,-47.132182,-40.833900,-42.092758,-34.461796,-34.432249,-26.274075,-23.113078,-14.017025,-5.058963,9.139113,26.900583,43.288480,50.100899,45.042500,29.507431,11.598540,-3.080469,-13.565480,-20.456200,-27.822530,-30.335530,-37.891303,-37.164401,-45.818846,-42.519459,-51.792904,-47.086514,-55.661622,-51.216039,-57.781306,-55.097822,-59.508479,-58.858274,-60.677051,-62.725122,-62.029268,-67.025826,-63.719892,-71.764751,-65.414245,-77.109827,-67.058631,-81.585591,-68.788496,-81.378199,-70.708382,-80.096667,-72.852384,-78.256622,-75.143479,-77.617010,-77.429111,-78.354770,-79.980503,-77.885438,-83.644414,-77.832020,-88.454741,-78.693031,-94.921633,-79.973008,-99.719241,-81.327824,-92.685681,-82.670900,-92.046457,-84.017686,-87.939910,-85.520469,-88.810128,-87.652431,-87.998900,-90.992186,-86.470252,-95.037852,-87.045470,-99.692356,-88.562363,-108.292485,-89.911643,-105.294838
624.00,-64.481856,-70.017058,-61.082238,-66.179168,-58.072937,-62.205031,-55.723897,-56.268028,-53.912745,-51.638519,-51.571853,-47.088247,-48.177782,-41.903885,-43.472155,-35.814318,-36.292775,-28.142264,-25.764488,-17.057965,-9.578663,3.021147,19.481665,37.331899,48.912408,48.636560,36.579233,18.660387,2.218756,-9.736497,-17.744387,-25.479639,-28.610764,-36.167458,-35.900305,-44.429886,-41.514491,-50.662900,-46.246185,-54.764985,-50.489362,-57.070913,-54.456192,-58.897130,-58.285348,-60.156944,-62.202733,-61.563793,-66.527317,-63.280873,-71.278274,-65.000157,-76.618357,-66.672847,-81.114593,-68.427912,-81.031337,-70.366280,-79.769859,-72.522728,-77.982813,-74.826907,-77.356426,-77.136653,-78.071158,-79.713083,-77.642089,-83.373428,-77.616683,-88.160771,-78.481037,-94.590651,-79.756745,-99.411668,-81.110841,-92.538782,-82.460380,-91.835349,-83.820599,-87.794702,-85.338988,-88.615350,-87.476365,-87.819496,-90.796165,-86.330752,-94.814881,-86.899862,-99.468573,-88.391187,-107.992628,-89.722202,-105.197876
632.00,-64.962703,-70.530646,-61.578036,-66.743849,-58.593474,-62.860372,-56.295964,-56.919370,-54.584260,-52.365755,-52.384698,-47.944108,-49.180928,-42.929665,-44.786858,-37.095179,-38.049141,-29.873782,-28.208018,-19.763189,-13.551093,-2.303224,12.324899,30.337228,45.553308,50.059421,42.675438,26.044201,8.302720,-5.363632,-14.702254,-22.929288,-26.750330,-34.340994,-34.565651,-42.980027,-40.466581,-49.490436,-45.376902,-53.836895,-49.741740,-56.337884,-53.798449,-58.270420,-57.699201,-59.624432,-61.669213,-61.088444,-66.019856,-62.834436,-70.784289,-64.580288,-76.120146,-66.282146,-80.636330,-68.063021,-80.676589,-70.020500,-79.438917,-72.190058,-77.704737,-74.507738,-77.092278,-76.841337,-77.785633,-79.442433,-77.395998,-83.099713,-77.398372,-87.865135,-78.266416,-94.258467,-79.538343,-99.101817,-80.892101,-92.389235,-82.248226,-91.623491,-83.621745,-87.647431,-85.155563,-88.419740,-87.298372,-87.638964,-90.598867,-86.189471,-94.591644,-86.752701,-99.243997,-88.219165,-107.693701,-89.532622,-105.099174
640.00,-65.435841,-71.033652,-62.064764,-67.296480,-59.103026,-63.503125,-56.854046,-57.554048,-55.236952,-53.071515,-53.171223,-48.771527,-50.144676,-43.914919,-46.042175,-38.311860,-39.712544,-31.487417,-30.474809,-22.195035,-17.077395,-6.889346,5.748144,22.914022,40.304681,49.726428,47.181792,33.310464,15.117967,-0.338358,-11.252245,-20.132370,-24.731328,-32.398604,-33.151763,-41.463332,-39.371639,-48.272408,-44.476416,-52.875393,-48.971789,-55.580904,-53.123681,-57.627476,-57.099210,-59.078974,-61.124113,-60.602849,-65.503075,-62.380284,-70.282485,-64.154391,-75.614949,-65.886333,-80.150647,-67.693670,-80.313784,-69.670911,-79.103675,-71.854254,-77.422311,-74.185867,-76.824501,-76.543097,-77.498101,-79.168510,-77.147119,-82.823225,-77.177065,-87.567754,-78.049139,-93.925035,-79.317783,-98.789613,-80.671581,-92.236977,-82.034408,-91.410807,-83.421114,-87.498062,-84.970182,-88.223275,-87.118478,-87.457278,-90.400287,-86.046423,-94.368132,-86.603966,-99.018703,-88.046252,-107.395271,-89.342902,-104.998596
648.00,-65.901520,-71.526447,-62.542751,-67.837531,-59.602051,-64.133892,-57.398813,-58.172898,-55.871838,-53.757023,-53.933057,-49.572391,-51.071778,-44.862886,-47.242766,-39.470739,-41.292411,-32.998434,-32.589557,-24.401534,-20.241108,-10.847642,-0.097982,15.588091,33.758872,47.402497,49.647021,39.922291,22.441906,5.424499,-7.296720,-17.038590,-22.524960,-30.324183,-31.648304,-39.872939,-38.224971,-47.005326,-43.542207,-51.878331,-48.177991,-54.798547,-52.430900,-56.967356,-56.484706,-58.519990,-60.566954,-60.106612,-64.976582,-61.918106,-69.772531,-63.722209,-75.102516,-65.485205,-79.657387,-67.319698,-79.942747,-69.317378,-78.763964,-71.515192,-77.135442,-73.861188,-76.553027,-76.241863,-77.208463,-78.891278,-76.895412,-82.543927,-76.952728,-87.268564,-77.829182,-93.590260,-79.095039,-98.474982,-80.449255,-92.081975,-81.818909,-91.197264,-83.218699,-87.346595,-84.782851,-88.025933,-86.936653,-87.274434,-90.200394,-85.901594,-94.144272,-86.453657,-98.792577,-87.872446,-107.097497,-89.152988,-104.896052
656.00,-66.359974,-72.009382,-63.012307,-68.367446,-60.090978,-64.753234,-57.930890,-58.776698,-56.489856,-54.423402,-54.671685,-50.348401,-51.964717,-45.776430,-48.392750,-40.577292,-42.796750,-34.419376,-34.572118,-26.419916,-23.107807,-14.293925,-5.209738,8.759202,26.514391,43.013763,50.084681,45.276920,29.883068,11.928712,-2.721474,-13.583035,-20.094552,-28.097996,-30.042843,-38.200855,-37.021159,-45.685243,-42.571449,-50.843339,-47.358674,-53.989257,-51.719030,-56.289045,-55.854966,-57.946856,-59.997220,-59.599308,-64.439962,-61.447571,-69.254086,-63.283477,-74.582581,-65.078554,-79.156379,-66.940942,-79.563302,-68.959762,-78.419609,-71.172748,-76.844037,-73.533590,-76.277783,-75.937561,-76.916627,-78.610691,-76.640824,-82.261775,-76.725330,-86.967491,-77.606519,-93.254111,-78.870081,-98.157888,-80.225091,-91.924173,-81.601710,-90.982797,-83.014473,-87.193011,-84.593548,-87.827673,-86.752913,-87.090416,-89.999212,-85.754976,-93.920027,-86.301776,-98.565685,-87.697736,-106.800246,-88.962845,-104.791627
664.00,-66.811426,-72.482789,-63.473724,-68.886645,-60.570211,-65.361676,-58.450857,-59.366167,-57.091873,-55.071684,-55.388466,-51.101099,-52.825743,-46.658097,-49.495790,-41.636258,-44.232423,-35.760656,-36.438661,-28.279356,-25.728242,-17.327885,-9.668677,2.659941,19.111324,36.992639,48.791305,48.765406,36.921982,19.034244,2.584334,-9.682982,-17.392886,-25.695544,-28.320268,-36.437686,-35.753897,-44.307672,-41.560951,-49.767803,-46.511987,-53.151338,-50.986901,-55.591445,-55.209207,-57.358898,-59.414356,-59.080483,-63.892775,-60.968332,-68.726787,-62.837914,-74.054865,-64.666162,-78.647444,-66.557228,-79.175256,-68.597922,-78.070426,-70.826794,-76.547994,-73.202960,-75.998694,-75.630116,-76.622489,-78.326703,-76.383313,-81.976721,-76.494836,-86.664454,-77.381122,-92.916488,-78.642887,-97.838247,-79.999066,-91.763517,-81.382776,-90.767352,-82.808435,-87.037281,-84.402277,-87.628464,-86.567233,-86.905195,-89.796690,-85.606562,-93.695356,-86.148316,-98.337981,-87.522105,-106.503570,-88.772439,-104.685082
672.00,-67.256091,-72.946988,-63.927281,-69.395521,-61.040131,-65.959710,-58.959257,-59.941974,-57.678691,-55.702819,-56.084644,-51.831889,-53.656903,-47.510160,-50.555156,-42.651759,-45.605357,-37.031003,-38.202519,-30.002998,-28.141803,-20.028850,-13.582324,-2.648116,11.996835,29.960969,45.324875,50.080791,42.956203,26.433986,8.680505,-5.237939,-14.358751,-23.085997,-26.462004,-34.572294,-34.415797,-42.867486,-40.507090,-48.648819,-45.635881,-52.282937,-50.233232,-54.873369,-54.546581,-56.755387,-58.817767,-58.549649,-63.334552,-60.480019,-68.190253,-62.385230,-73.519074,-64.247804,-78.130392,-66.168380,-78.778426,-68.231709,-77.716226,-70.477199,-76.247211,-72.869186,-75.715682,-75.319449,-76.325953,-78.039266,-76.122821,-81.688725,-76.261213,-86.359393,-77.152962,-92.577332,-78.413424,-97.516009,-79.771148,-91.599953,-81.162093,-90.550882,-82.600558,-86.879402,-84.209021,-87.428284,-86.379624,-86.718767,-89.592833,-85.456348,-93.470202,-85.993267,-98.109373,-87.345541,-106.207257,-88.581760,-104.576622
680.00,-67.694171,-73.402278,-64.373241,-69.894451,-61.501094,-66.547800,-59.456598,-60.504744,-58.251055,-56.317684,-56.761359,-52.542047,-54.460061,-48.334656,-51.573788,-43.627405,-46.920705,-38.237801,-39.874811,-31.609435,-30.379380,-22.458234,-17.051234,-7.224089,5.479858,22.522559,39.988225,49.661237,47.365179,33.682159,15.506896,-0.140263,-10.913081,-20.230048,-24.444938,-32.591331,-32.998130,-41.358786,-39.405735,-47.483150,-44.728068,-51.382020,-49.456619,-54.133525,-53.866170,-56.135539,-58.206810,-58.006284,-62.764795,-59.982244,-67.644082,-61.925119,-72.974900,-63.823242,-77.605018,-65.774211,-78.372608,-67.860969,-77.356814,-70.123828,-75.941573,-72.532152,-75.428662,-75.005480,-76.026918,-77.748328,-75.859296,-81.397728,-76.024421,-86.052221,-76.922005,-92.236580,-78.181661,-97.191119,-79.541306,-91.433437,-80.939625,-90.333325,-82.390828,-86.719346,-84.013771,-87.227091,-86.190071,-86.531104,-89.387624,-85.304322,-93.244539,-85.836637,-97.879983,-87.168042,-105.911362,-88.390742,-104.465947
688.00,-68.125859,-73.848949,-64.811853,-70.383789,-61.953437,-67.126381,-59.943355,-61.055058,-58.809655,-56.917092,-57.419664,-53.232742,-55.236922,-49.133415,-52.554335,-44.566373,-48.182980,-39.387344,-41.464902,-33.113784,-32.465510,-24.663394,-20.158228,-11.178834,-0.297735,15.198109,33.387685,47.220241,49.713378,40.239344,22.832611,5.692177,-6.956491,-17.077062,-22.239951,-30.478620,-31.490485,-39.774737,-38.252143,-46.267172,-43.785994,-50.446352,-48.655519,-53.370509,-53.166972,-55.498500,-57.580792,-57.449825,-62.182973,-59.474592,-67.087852,-61.457260,-72.422018,-63.392231,-77.071109,-65.374531,-77.957600,-67.485547,-76.991986,-69.766544,-75.630967,-72.191738,-75.137548,-74.688123,-75.725279,-77.453835,-75.592683,-81.103685,-75.784424,-85.742872,-76.688219,-91.894148,-77.947569,-96.863510,-79.309507,-91.263894,-80.715354,-90.114630,-82.179225,-86.557101,-83.816519,-87.024860,-85.998569,-86.342200,-89.181058,-85.150478,-93.018311,-85.678405,-97.649660,-86.989578,-105.615847,-88.199375,-104.353193
696.00,-68.551340,-74.287275,-65.243356,-70.863872,-62.397481,-67.695862,-60.419972,-61.593459,-59.355135,-57.501796,-58.060527,-53.905042,-55.989044,-49.908094,-53.499197,-45.471473,-49.396151,-40.485041,-42.980756,-34.528474,-34.419955,-26.681088,-22.968299,-14.626892,-5.338385,8.380609,26.125222,42.734025,50.064206,45.506376,30.259209,12.256902,-2.373370,-13.561624,-19.809896,-28.214312,-29.880334,-38.107362,-37.040834,-44.996801,-42.806783,-49.473465,-47.828231,-52.582790,-52.447898,-54.843346,-56.938963,-56.879670,-61.588517,-58.956622,-66.521115,-60.981318,-71.860085,-62.954513,-76.528439,-64.969137,-77.533191,-67.105275,-76.621532,-69.405203,-75.315270,-71.847822,-74.842248,-74.367294,-75.420935,-77.155732,-75.322922,-80.806540,-75.541177,-85.431272,-76.451571,-91.549975,-77.711112,-96.533141,-79.075721,-91.091274,-80.489243,-89.894733,-81.965735,-86.392639,-83.617253,-86.821552,-85.805109,-86.152014,-88.973093,-84.994805,-92.791479,-85.518568,-97.418484,-86.810141,-105.320614,-88.007618,-104.238189
